Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99
HUMAN (hg19)	(1, 0.0)	(2, 3e-06)	(3, 3e-06)	(4, 1e-05)	(5, 8e-06)	(6, 1.2000000000000002e-05)	(7, 6.999999999999999e-06)	(8, 9.999999999999999e-06)	(9, 1.6e-05)	(10, 1.5000000000000002e-05)	(11, 1.9999999999999998e-05)	(12, 1.6e-05)	(13, 1.6e-05)	(14, 2.4999999999999998e-05)	(15, 2.2000000000000003e-05)	(16, 2.6999999999999996e-05)	(17, 3.3e-05)	(18, 3.7000000000000005e-05)	(19, 4.7000000000000004e-05)	(20, 5.4999999999999995e-05)	(21, 6.400000000000001e-05)	(22, 9.3e-05)	(23, 0.000166)	(24, 0.000303)	(25, 0.0007059999999999999)	(26, 0.0016020000000000001)	(27, 0.0033690000000000005)	(28, 0.006167999999999999)	(29, 0.010352)	(30, 0.015647)	(31, 0.022148)	(32, 0.028808)	(33, 0.035106000000000005)	(34, 0.041161)	(35, 0.047408)	(36, 0.052698999999999996)	(37, 0.057517000000000006)	(38, 0.061487999999999994)	(39, 0.063321)	(40, 0.060248)	(41, 0.055508)	(42, 0.051446000000000006)	(43, 0.048194)	(44, 0.044423)	(45, 0.040655000000000004)	(46, 0.03652)	(47, 0.032315)	(48, 0.028137999999999996)	(49, 0.02458)	(50, 0.020810000000000002)	(51, 0.017532)	(52, 0.014506999999999997)	(53, 0.012007)	(54, 0.010018)	(55, 0.008414999999999999)	(56, 0.007258)	(57, 0.006174999999999999)	(58, 0.005363000000000001)	(59, 0.0046159999999999994)	(60, 0.003946)	(61, 0.0034579999999999993)	(62, 0.002915)	(63, 0.0024610000000000005)	(64, 0.0019950000000000002)	(65, 0.0016779999999999998)	(66, 0.0013500000000000003)	(67, 0.001069)	(68, 0.0008119999999999999)	(69, 0.00064)	(70, 0.000505)	(71, 0.00040299999999999993)	(72, 0.00032)	(73, 0.000279)	(74, 0.00020700000000000002)	(75, 0.00020099999999999998)	(76, 0.000154)	(77, 0.000112)	(78, 7.699999999999999e-05)	(79, 6.3e-05)	(80, 3.7e-05)	(81, 2.8000000000000003e-05)	(82, 1.6e-05)	(83, 9e-06)	(84, 4e-06)	(85, 0.0)	(86, 1e-06)	(87, 0.0)	(88, 0.0)	(89, 0.0)	(90, 0.0)	(91, 0.0)	(92, 0.0)	(93, 0.0)	(94, 0.0)	(95, 0.0)	(96, 0.0)	(97, 0.0)	(98, 0.0)	(99, 0.0)	(100, 0.0)
P4107_1001	(1, 1.1829521451934446e-05)	(2, 1.0545070755179225e-05)	(3, 1.913202786075958e-05)	(4, 4.5440811712480155e-05)	(5, 6.495907299953677e-05)	(6, 5.595893594954562e-05)	(7, 5.335410586521685e-05)	(8, 5.22852273133716e-05)	(9, 4.7695337061330225e-05)	(10, 6.161770475343226e-05)	(11, 5.673140280213968e-05)	(12, 6.444708915537557e-05)	(13, 7.970780058046034e-05)	(14, 0.00010179496326102739)	(15, 0.00014334649419242356)	(16, 0.00020773070813886706)	(17, 0.0003211126741888051)	(18, 0.0005084807968063848)	(19, 0.0009046125774238587)	(20, 0.001742649290761356)	(21, 0.0028101805167009223)	(22, 0.004335811532746873)	(23, 0.0054567687219332925)	(24, 0.006899655963024635)	(25, 0.01027914455008737)	(26, 0.010998275261161611)	(27, 0.015262687503079764)	(28, 0.01858920821770358)	(29, 0.021960657760195717)	(30, 0.025144496661407244)	(31, 0.028189228653942917)	(32, 0.031020140025246015)	(33, 0.03367377025387878)	(34, 0.036216021540974724)	(35, 0.03870916728989472)	(36, 0.041406774236089114)	(37, 0.043569519744243765)	(38, 0.04434112430825818)	(39, 0.04386784464628105)	(40, 0.0426343049044154)	(41, 0.04043428337953673)	(42, 0.03739830002321533)	(43, 0.03426971046630967)	(44, 0.031390483988028635)	(45, 0.029244553107176958)	(46, 0.027746587183061115)	(47, 0.026697451446820532)	(48, 0.025997533603161392)	(49, 0.025412704338366062)	(50, 0.02502692900287697)	(51, 0.02680076439726864)	(52, 0.020934121170479863)	(53, 0.02136247200458867)	(54, 0.018855323048422228)	(55, 0.01609450855290569)	(56, 0.013502028956045721)	(57, 0.011213434226127169)	(58, 0.009301228461221419)	(59, 0.007703317901421697)	(60, 0.006472454847022012)	(61, 0.005488844060661355)	(62, 0.004687706112794281)	(63, 0.00400486337944655)	(64, 0.0034073243402742356)	(65, 0.002854058430362805)	(66, 0.0023878746848222964)	(67, 0.0019753145103281423)	(68, 0.0016062909269330974)	(69, 0.001305864196482944)	(70, 0.0010488842354048542)	(71, 0.0008462554013621895)	(72, 0.0006888787534052092)	(73, 0.0005703679667409547)	(74, 0.00047741146142123587)	(75, 0.00039876355721991626)	(76, 0.0003409453115205221)	(77, 0.0002960075014794986)	(78, 0.0002644172000774838)	(79, 0.0002310124997891435)	(80, 0.00019715869086557407)	(81, 0.0001639875270675529)	(82, 0.00013463378666897906)	(83, 0.0001134358590861656)	(84, 9.156426855050852e-05)	(85, 7.104898609324332e-05)	(86, 5.5042754333678264e-05)	(87, 3.9261076891727756e-05)	(88, 2.4674028419486648e-05)	(89, 1.3554098611214181e-05)	(90, 9.52110306685688e-06)	(91, 1.0778607245498356e-05)	(92, 1.2233719223640633e-05)	(93, 2.0802711983811828e-05)	(94, 3.8596396111588694e-05)	(95, 5.74679409639154e-05)	(96, 6.915374765257652e-05)	(97, 6.74830635295243e-05)	(98, 5.0910954889570564e-05)	(99, 4.024013371652719e-05)	(100, 6.096200614599778e-05)
P4107_1001.AHJHNYCCXX.P4107_1001.2	(1, 1.1730722399083272e-05)	(2, 1.0491182053697751e-05)	(3, 1.9185928824228075e-05)	(4, 4.558454531037335e-05)	(5, 6.510281466198742e-05)	(6, 5.606674518765528e-05)	(7, 5.315652002892404e-05)	(8, 5.250980332698377e-05)	(9, 4.7533677592610005e-05)	(10, 6.185126679945437e-05)	(11, 5.644399659712043e-05)	(12, 6.458184842986885e-05)	(13, 7.963597610281185e-05)	(14, 0.00010175009443860283)	(15, 0.00014342739300808702)	(16, 0.00020780265138039164)	(17, 0.00032168766615679045)	(18, 0.0005084989712533707)	(19, 0.0009062656716523015)	(20, 0.0017394254094561046)	(21, 0.0028110619311003835)	(22, 0.004336585791389743)	(23, 0.005452630193233921)	(24, 0.006903646900153911)	(25, 0.010278906278462271)	(26, 0.010998100161901933)	(27, 0.015262208771792286)	(28, 0.018589251827100434)	(29, 0.02196093629919529)	(30, 0.025143384278561293)	(31, 0.028190407984105718)	(32, 0.03101887737309999)	(33, 0.033674888974910194)	(34, 0.03621745568858837)	(35, 0.038706264076417765)	(36, 0.0414067554158392)	(37, 0.04356978026506618)	(38, 0.044342148632887594)	(39, 0.043873539507096965)	(40, 0.04262351696183417)	(41, 0.040444090658471855)	(42, 0.0373950100345282)	(43, 0.0342652515020175)	(44, 0.03139294909211395)	(45, 0.029241771733579447)	(46, 0.027751673577074153)	(47, 0.026692917496410184)	(48, 0.025998828796052788)	(49, 0.025415229847786602)	(50, 0.025024864460754324)	(51, 0.026802113815097513)	(52, 0.020932171705583806)	(53, 0.02136330719136757)	(54, 0.01885561826871208)	(55, 0.01609493736512813)	(56, 0.01350149560423065)	(57, 0.011213654431529193)	(58, 0.009301591591360698)	(59, 0.007703509709984206)	(60, 0.0064725473430758095)	(61, 0.005488388237545368)	(62, 0.004688202069364103)	(63, 0.004004775212412304)	(64, 0.003407155086760998)	(65, 0.002854041645250164)	(66, 0.002388261905030515)	(67, 0.0019746955563161262)	(68, 0.0016064712341488838)	(69, 0.0013059904865098848)	(70, 0.0010494954567792402)	(71, 0.0008459413748435394)	(72, 0.0006885197509795783)	(73, 0.000570574792463221)	(74, 0.00047721405079701005)	(75, 0.0003988176150395837)	(76, 0.000341008327627256)	(77, 0.0002958728911376746)	(78, 0.0002645430597992347)	(79, 0.0002309317556511722)	(80, 0.0001971677545040405)	(81, 0.00016412232747017576)	(82, 0.00013459791359131916)	(83, 0.0001133999772499436)	(84, 9.142957373680598e-05)	(85, 7.124662333042e-05)	(86, 5.495295531209147e-05)	(87, 3.92790574664557e-05)	(88, 2.468302079072039e-05)	(89, 1.357206856432988e-05)	(90, 9.36841000171811e-06)	(91, 1.074268299334119e-05)	(92, 1.2314563866112684e-05)	(93, 2.124284722345478e-05)	(94, 3.874012688150548e-05)	(95, 5.651585400844713e-05)	(96, 6.964779592840099e-05)	(97, 6.691721429798651e-05)	(98, 5.091097592496477e-05)	(99, 4.095872445621724e-05)	(100, 6.0674601688979716e-05)
P4107_1002	(1, 1.4017695760822734e-05)	(2, 1.2521201267333426e-05)	(3, 2.311606387815402e-05)	(4, 4.989376321910102e-05)	(5, 7.328046971841801e-05)	(6, 6.200900055469001e-05)	(7, 5.828368447515279e-05)	(8, 5.6508587283407494e-05)	(9, 5.24807882743352e-05)	(10, 6.723081112771654e-05)	(11, 6.141995484980592e-05)	(12, 6.860790446481042e-05)	(13, 8.518874504958825e-05)	(14, 0.00010633866988576429)	(15, 0.0001491479644920702)	(16, 0.00021284450139048218)	(17, 0.0003268328053626466)	(18, 0.0005139662577426477)	(19, 0.0009183222539142963)	(20, 0.0017555790827131928)	(21, 0.0028427664120789903)	(22, 0.004362369009369361)	(23, 0.005504019186205657)	(24, 0.006943806090484234)	(25, 0.010341389875947292)	(26, 0.01108464615435462)	(27, 0.015362311983377067)	(28, 0.018737838395215346)	(29, 0.022127756626437817)	(30, 0.025327628017064237)	(31, 0.028396954143365)	(32, 0.0312446160028562)	(33, 0.033928499276158354)	(34, 0.036448317400496096)	(35, 0.038934448478576134)	(36, 0.04158766157483885)	(37, 0.04373832316391031)	(38, 0.04447509197948682)	(39, 0.04397734039878266)	(40, 0.04263743654186741)	(41, 0.04049584944068199)	(42, 0.03743801766570357)	(43, 0.034259956886312046)	(44, 0.03141685615099515)	(45, 0.02921709680641388)	(46, 0.027762161875427276)	(47, 0.02667865210167846)	(48, 0.02596540531391185)	(49, 0.025354485317176115)	(50, 0.024915924869735727)	(51, 0.02659382156009806)	(52, 0.020702687904704246)	(53, 0.02112522471695637)	(54, 0.018598234563157814)	(55, 0.01590318330169415)	(56, 0.013288329816942744)	(57, 0.011054692384253556)	(58, 0.009185228478570406)	(59, 0.007603879563269415)	(60, 0.006381156001240626)	(61, 0.005408792783941761)	(62, 0.004602078770948813)	(63, 0.003949654932250033)	(64, 0.0033380424088072084)	(65, 0.002799980997703964)	(66, 0.002327805144699714)	(67, 0.0019242769965457404)	(68, 0.0015610427586366755)	(69, 0.0012608682514585808)	(70, 0.0010113437148234242)	(71, 0.0008155735787974877)	(72, 0.0006649928004286724)	(73, 0.000548194589242669)	(74, 0.0004535572326836563)	(75, 0.0003837155162694265)	(76, 0.0003261880391181113)	(77, 0.00028242353526064203)	(78, 0.00025241404461992555)	(79, 0.0002185439165890904)	(80, 0.00018507179241290664)	(81, 0.00015330312473463094)	(82, 0.00012760799587833576)	(83, 0.000105693903641229)	(84, 8.448825826540178e-05)	(85, 6.754125413434464e-05)	(86, 5.0729571313869e-05)	(87, 3.575666630188287e-05)	(88, 2.2686219715130495e-05)	(89, 1.250528111314737e-05)	(90, 8.811805341982264e-06)	(91, 9.575972742912975e-06)	(92, 1.1924195485356308e-05)	(93, 1.9860392347105464e-05)	(94, 3.7515843339442106e-05)	(95, 5.6763309750384405e-05)	(96, 7.091632682178861e-05)	(97, 6.777209637004247e-05)	(98, 5.1422098020962444e-05)	(99, 3.97128246171179e-05)	(100, 3.919541960607107e-05)
P4107_1002.AHJHNYCCXX.P4107_1002.3	(1, 1.4216704817610624e-05)	(2, 1.2266484951812972e-05)	(3, 2.324343676787403e-05)	(4, 5.01564709158816e-05)	(5, 7.296210322408677e-05)	(6, 6.192147075934659e-05)	(7, 5.8124512081854853e-05)	(8, 5.69304999191216e-05)	(9, 5.275941743064008e-05)	(10, 6.702388273476004e-05)	(11, 6.152346670510219e-05)	(12, 6.847261749220973e-05)	(13, 8.52604285002393e-05)	(14, 0.00010621136191566548)	(15, 0.0001489729175036858)	(16, 0.0002129958496694429)	(17, 0.0003268170491022616)	(18, 0.0005139903957323267)	(19, 0.000919763489115596)	(20, 0.0017528098548924183)	(21, 0.00284618271246943)	(22, 0.004358733439976662)	(23, 0.005503910505254128)	(24, 0.006945592630862598)	(25, 0.010341188099892108)	(26, 0.011084938276058652)	(27, 0.015362510729293795)	(28, 0.018736876662069905)	(29, 0.02212839656958395)	(30, 0.025328985972195864)	(31, 0.028396220136392644)	(32, 0.03124477495302537)	(33, 0.03392912921703902)	(34, 0.036447539670676)	(35, 0.038934077959649094)	(36, 0.041587992873594125)	(37, 0.04374005651546129)	(38, 0.04447007555175641)	(39, 0.043976932608385394)	(40, 0.04264223397255783)	(41, 0.040492821037691924)	(42, 0.037439915019447954)	(43, 0.03426041187162991)	(44, 0.03141277246432194)	(45, 0.02921674529462294)	(46, 0.02776406233695515)	(47, 0.026678888362895573)	(48, 0.025966715828392783)	(49, 0.025353932866315907)	(50, 0.024916789093377096)	(51, 0.02659314236944916)	(52, 0.02070301669003733)	(53, 0.021124311941536137)	(54, 0.01859914337905808)	(55, 0.01590245894944394)	(56, 0.01328891756676146)	(57, 0.011054737728422586)	(58, 0.00918494652190665)	(59, 0.007604472422502064)	(60, 0.006380641796024816)	(61, 0.005409082059289852)	(62, 0.004602168639714718)	(63, 0.003949386270186278)	(64, 0.0033382828852183133)	(65, 0.002799640118366087)	(66, 0.002328323717329847)	(67, 0.001923744636109311)	(68, 0.0015609639406655238)	(69, 0.0012607176422246196)	(70, 0.0010120049087272824)	(71, 0.0008152237442277571)	(72, 0.0006652876569128)	(73, 0.0005480197423702245)	(74, 0.00045347785932500534)	(75, 0.00038380326958897744)	(76, 0.00032613248212896124)	(77, 0.00028247939745943345)	(78, 0.0002524539716072346)	(79, 0.00021866342740188338)	(80, 0.00018489676343978696)	(81, 0.0001532793213706104)	(82, 0.00012750457881774186)	(83, 0.00010587703851010015)	(84, 8.434501917547713e-05)	(85, 6.757312832961734e-05)	(86, 5.0825117727012216e-05)	(87, 3.568504350355455e-05)	(88, 2.284543271362961e-05)	(89, 1.2433646654595628e-05)	(90, 8.85957024748075e-06)	(91, 9.607817869460258e-06)	(92, 1.1971961951672104e-05)	(93, 1.986836238788136e-05)	(94, 3.752382223416376e-05)	(95, 5.697826040563093e-05)	(96, 6.976215062796163e-05)	(97, 6.879898081669016e-05)	(98, 5.043507375385269e-05)	(99, 4.022228972194091e-05)	(100, 3.923523966741476e-05)
P4107_1003	(1, 1.3457914428272164e-05)	(2, 1.0820353867359323e-05)	(3, 2.17360412489685e-05)	(4, 4.86757034840753e-05)	(5, 7.250113758701993e-05)	(6, 6.106906033655733e-05)	(7, 5.769266504020806e-05)	(8, 5.601638408131467e-05)	(9, 5.0224873090635555e-05)	(10, 6.664607092017426e-05)	(11, 6.149011669116091e-05)	(12, 6.827468512194273e-05)	(13, 8.508516146800172e-05)	(14, 0.00010485097675580639)	(15, 0.00014740944640884886)	(16, 0.00021136234555146457)	(17, 0.00032601678535596504)	(18, 0.0005117582489527793)	(19, 0.0009058431634831458)	(20, 0.0017417591942640177)	(21, 0.002821689299226932)	(22, 0.004361277887605076)	(23, 0.005491003864844501)	(24, 0.006907866442544989)	(25, 0.010307117948935667)	(26, 0.01101910041119172)	(27, 0.015261020738955968)	(28, 0.01862542784588832)	(29, 0.02198216060492356)	(30, 0.025230753380961375)	(31, 0.02821481154387486)	(32, 0.031084080211171993)	(33, 0.03373931719451867)	(34, 0.03625167307338336)	(35, 0.0387234883753133)	(36, 0.04138013152799517)	(37, 0.04356028188753716)	(38, 0.04428569048638341)	(39, 0.043809594916219594)	(40, 0.0425307355448553)	(41, 0.040440254299924816)	(42, 0.037416171949945426)	(43, 0.034221434664999266)	(44, 0.03138715339743183)	(45, 0.02923501520216024)	(46, 0.027782569390265986)	(47, 0.026737968296792175)	(48, 0.02603896708139314)	(49, 0.02546382793438325)	(50, 0.024999029385658043)	(51, 0.026764216791048966)	(52, 0.020826329133698713)	(53, 0.021279481104766396)	(54, 0.018734123941052203)	(55, 0.015997138469236276)	(56, 0.013448857744418428)	(57, 0.011177242822413197)	(58, 0.009282179392775883)	(59, 0.0077167156997384224)	(60, 0.00649345165610084)	(61, 0.00550481133549169)	(62, 0.004707537155820094)	(63, 0.004034998935084923)	(64, 0.003417563485586172)	(65, 0.002873169396921857)	(66, 0.002401975558282394)	(67, 0.0019862419915577883)	(68, 0.001618985516829237)	(69, 0.0013056480888685039)	(70, 0.0010491373798602087)	(71, 0.0008453143263940042)	(72, 0.0006926774256204546)	(73, 0.0005736853109175853)	(74, 0.00047488006785712433)	(75, 0.0004006867603921694)	(76, 0.0003392443104581334)	(77, 0.0002989738451470876)	(78, 0.0002629774990582439)	(79, 0.00023020660353485387)	(80, 0.00019676042895219403)	(81, 0.0001625277528769728)	(82, 0.00013643814781059396)	(83, 0.00011387588277145998)	(84, 8.963733677343261e-05)	(85, 7.222308150379117e-05)	(86, 5.478499285558727e-05)	(87, 3.859418435215241e-05)	(88, 2.3936656536236146e-05)	(89, 1.3720081592459284e-05)	(90, 9.438017910736323e-06)	(91, 9.946463320068918e-06)	(92, 1.2051745093086702e-05)	(93, 1.8860146902431004e-05)	(94, 3.6695458526675986e-05)	(95, 5.642949597639739e-05)	(96, 7.299369407731088e-05)	(97, 7.00860218926901e-05)	(98, 5.063004052619747e-05)	(99, 4.0993411127440596e-05)	(100, 4.862009226742954e-05)
P4107_1003.AHJHNYCCXX.P4107_1003.4	(1, 1.3394359922626043e-05)	(2, 1.0812410352724817e-05)	(3, 2.1831376671041737e-05)	(4, 4.885048586253116e-05)	(5, 7.218336551422313e-05)	(6, 6.114056581526099e-05)	(7, 5.800250403030412e-05)	(8, 5.610377803889983e-05)	(9, 5.0073932735653586e-05)	(10, 6.663018782388175e-05)	(11, 6.168873357010154e-05)	(12, 6.809196850345659e-05)	(13, 8.515666904544991e-05)	(14, 0.00010467620779390315)	(15, 0.00014768751539835)	(16, 0.00021143386416415743)	(17, 0.0003256275352957272)	(18, 0.000512362072651199)	(19, 0.0009059862429278017)	(20, 0.001740361121476866)	(21, 0.0028257173871407597)	(22, 0.004360173988763164)	(23, 0.005484696443287406)	(24, 0.00691216499919332)	(25, 0.01030760346173816)	(26, 0.011018529373005088)	(27, 0.015261323962090437)	(28, 0.018625588362751296)	(29, 0.021983679917825048)	(30, 0.0252285152480726)	(31, 0.028215036454426808)	(32, 0.03108328848155911)	(33, 0.033741123535434785)	(34, 0.036251692130303506)	(35, 0.038717565192002194)	(36, 0.04138206564799832)	(37, 0.04355945947036699)	(38, 0.044292582203474845)	(39, 0.04380785890791192)	(40, 0.04252733903260435)	(41, 0.04044173550356073)	(42, 0.03741593688590316)	(43, 0.034221397933277276)	(44, 0.0313869257509795)	(45, 0.029235581813656077)	(46, 0.02778093525935437)	(47, 0.026739384747316432)	(48, 0.026038381466858142)	(49, 0.02546543494060674)	(50, 0.024998435735783652)	(51, 0.02676313073889931)	(52, 0.02082681556576521)	(53, 0.02128126252344847)	(54, 0.018732639964149513)	(55, 0.015997370256557446)	(56, 0.013449367365155264)	(57, 0.011175726407280888)	(58, 0.009282839594134687)	(59, 0.0077168434854584115)	(60, 0.006493579334920932)	(61, 0.005504962761296079)	(62, 0.0047074342892245566)	(63, 0.004035666622357764)	(64, 0.003416578671177171)	(65, 0.002873908482805439)	(66, 0.002401308433530719)	(67, 0.001986019720247591)	(68, 0.0016199866602979636)	(69, 0.0013048855347872182)	(70, 0.0010493996387304385)	(71, 0.0008455209562308226)	(72, 0.0006927728196754662)	(73, 0.0005735979719890408)	(74, 0.0004747291646123617)	(75, 0.00040048023944221756)	(76, 0.00033946678499039784)	(77, 0.00029895798235370145)	(78, 0.0002630808000223971)	(79, 0.00023039729069755505)	(80, 0.00019653005680066613)	(81, 0.0001627104896650676)	(82, 0.00013618393700691317)	(83, 0.00011396328178533247)	(84, 8.973267812933638e-05)	(85, 7.219130997443822e-05)	(86, 5.4816775484056756e-05)	(87, 3.857035434421675e-05)	(88, 2.3865158486102388e-05)	(89, 1.3712138331229269e-05)	(90, 9.44596319573094e-06)	(91, 1.0025908791431831e-05)	(92, 1.1471800550576514e-05)	(93, 1.9916761759207288e-05)	(94, 3.610757167754173e-05)	(95, 5.683466837868725e-05)	(96, 7.227075457658904e-05)	(97, 7.033230628410935e-05)	(98, 5.125765730770061e-05)	(99, 4.0341968972179734e-05)	(100, 4.8739263419520025e-05)
P4107_1004	(1, 1.4571055166172052e-05)	(2, 1.310848208664071e-05)	(3, 2.4159793626837804e-05)	(4, 5.481231821421194e-05)	(5, 7.849370008606285e-05)	(6, 6.543989362856352e-05)	(7, 6.226187268472203e-05)	(8, 5.906334837995256e-05)	(9, 5.586482407518308e-05)	(10, 6.975243387708815e-05)	(11, 6.520068775107007e-05)	(12, 7.424266992032223e-05)	(13, 8.966803179182801e-05)	(14, 0.00011070448010396569)	(15, 0.0001603841236325326)	(16, 0.0002247168357709836)	(17, 0.00035027258364047086)	(18, 0.0005552856895596375)	(19, 0.001006386967790416)	(20, 0.0019018097462384447)	(21, 0.003043108828935163)	(22, 0.004639794392296613)	(23, 0.005863352959036507)	(24, 0.007402225879034613)	(25, 0.010960714022709865)	(26, 0.011698609479147996)	(27, 0.01614402517539344)	(28, 0.01966974894830573)	(29, 0.0231212778924732)	(30, 0.026437846880558866)	(31, 0.029482814680884838)	(32, 0.03235917650984614)	(33, 0.03497751721043573)	(34, 0.03749223392489517)	(35, 0.03982414267332046)	(36, 0.04238074775415582)	(37, 0.04432182827102505)	(38, 0.04488247217224053)	(39, 0.04413254124293767)	(40, 0.04261284579986088)	(41, 0.040266365996269406)	(42, 0.0371105228544984)	(43, 0.03381602915167856)	(44, 0.030886474770016367)	(45, 0.028635882351031552)	(46, 0.027075487736512676)	(47, 0.02596793035144982)	(48, 0.025174463952443136)	(49, 0.02453288645119115)	(50, 0.02401283920461312)	(51, 0.02553667632659735)	(52, 0.019823770195596932)	(53, 0.020203164386208828)	(54, 0.017746971098291577)	(55, 0.015137146126940754)	(56, 0.012710511851028047)	(57, 0.010544147238735495)	(58, 0.008760635050598023)	(59, 0.007268817343929698)	(60, 0.006102531498715379)	(61, 0.005195572162518523)	(62, 0.0044115646473532975)	(63, 0.0037798560971613266)	(64, 0.003203260581143845)	(65, 0.0026947703956755682)	(66, 0.0022440655157560637)	(67, 0.0018540369152761826)	(68, 0.0015101477113379656)	(69, 0.0012139629938255837)	(70, 0.0009759941524414633)	(71, 0.0007852582201818341)	(72, 0.0006423087877917522)	(73, 0.0005360603714628071)	(74, 0.0004423941842900173)	(75, 0.0003743093571017406)	(76, 0.0003193125086391766)	(77, 0.00027902340441563796)	(78, 0.00024770793782492493)	(79, 0.00021864100648265013)	(80, 0.00018567160211041095)	(81, 0.00015292773470837985)	(82, 0.0001292736906510996)	(83, 0.0001090300389615116)	(84, 8.77270469573098e-05)	(85, 7.049738932413917e-05)	(86, 5.47986493069266e-05)	(87, 3.8266105945308315e-05)	(88, 2.52259683950943e-05)	(89, 1.4926446755590881e-05)	(90, 1.054556197063953e-05)	(91, 1.085994683820234e-05)	(92, 1.1454544305114616e-05)	(93, 1.7960944172936284e-05)	(94, 3.4083420315994383e-05)	(95, 5.2980684637976436e-05)	(96, 6.850856331412225e-05)	(97, 7.021034227114705e-05)	(98, 5.0971355267031495e-05)	(99, 3.8970054670503294e-05)	(100, 4.038478657453595e-05)
P4107_1004.AHJHNYCCXX.P4107_1004.5	(1, 1.4557387154312803e-05)	(2, 1.3122151801070692e-05)	(3, 2.4234974107602437e-05)	(4, 5.473714259102874e-05)	(5, 7.856204945484771e-05)	(6, 6.541255983752478e-05)	(7, 6.25557580391667e-05)	(8, 5.9411909170160175e-05)	(9, 5.587166196549631e-05)	(10, 6.931503310753072e-05)	(11, 6.517335394531778e-05)	(12, 7.427684675731058e-05)	(13, 8.950401040980301e-05)	(14, 0.00011099836843811934)	(15, 0.00016041830576808921)	(16, 0.00022455965714988533)	(17, 0.00035055965225641627)	(18, 0.0005571036884960815)	(19, 0.0010115265391487849)	(20, 0.0019013177825263868)	(21, 0.0030506064122242252)	(22, 0.0046167762364063905)	(23, 0.005858589705209902)	(24, 0.007413202467571437)	(25, 0.010964500984455266)	(26, 0.011697325321366624)	(27, 0.01614424487094384)	(28, 0.019668909520343933)	(29, 0.023123493677781434)	(30, 0.026436960027724922)	(31, 0.02948436791544764)	(32, 0.032355378543802826)	(33, 0.03498031465361764)	(34, 0.037490254239367436)	(35, 0.03982542316581672)	(36, 0.0423812287727837)	(37, 0.04432463995788445)	(38, 0.04488036992111386)	(39, 0.04413261230207473)	(40, 0.042610244493982694)	(41, 0.04026355951243716)	(42, 0.037107511142928075)	(43, 0.033824540127013955)	(44, 0.03088105011332003)	(45, 0.028637298844418207)	(46, 0.027073876470769385)	(47, 0.025973474690984596)	(48, 0.025168540029253922)	(49, 0.02453645554523204)	(50, 0.024011268757210432)	(51, 0.025539903759678288)	(52, 0.019823504871250296)	(53, 0.02020130665740206)	(54, 0.017748721810149446)	(55, 0.015135732326036867)	(56, 0.012710170910149579)	(57, 0.010543949688139076)	(58, 0.008761640254212713)	(59, 0.007267532913671427)	(60, 0.0061030581270454754)	(61, 0.0051962627619589865)	(62, 0.00441125053382212)	(63, 0.0037805671128831606)	(64, 0.0032023039546078525)	(65, 0.002695037105139588)	(66, 0.002244188673961863)	(67, 0.0018547683159029012)	(68, 0.0015097172336213096)	(69, 0.0012135119945283909)	(70, 0.0009761582393724615)	(71, 0.000785353950840018)	(72, 0.0006423088273002212)	(73, 0.0005357870262734047)	(74, 0.0004427427686589378)	(75, 0.0003743777246661721)	(76, 0.0003190528190257204)	(77, 0.0002789482425836981)	(78, 0.00024806334467274057)	(79, 0.00021857950984470988)	(80, 0.00018576729588797006)	(81, 0.00015281839284996912)	(82, 0.00012923269187835716)	(83, 0.00010897537003545427)	(84, 8.783640361841696e-05)	(85, 7.038120794136771e-05)	(86, 5.480548713165931e-05)	(87, 3.8225101574681453e-05)	(88, 2.5348990119880837e-05)	(89, 1.4892275403402626e-05)	(90, 1.0682251700559111e-05)	(91, 1.0880450868387783e-05)	(92, 1.1263180295919013e-05)	(93, 1.8418853699940376e-05)	(94, 3.3933064423081245e-05)	(95, 5.222889794988658e-05)	(96, 6.982078270819698e-05)	(97, 6.941754991847658e-05)	(98, 5.110121302948207e-05)	(99, 3.834812174781649e-05)	(100, 4.088370420521088e-05)
