Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
P4107_1001_S1_L002_R1_001	(0.0, 0.0009950623660225884)	(1.0, 0.000990500251428563)	(2.0, 0.0011576039917011538)	(3.0, 0.0015736688426762787)	(4.0, 0.0020564709128554335)	(5.0, 0.0025657332476799358)	(6.0, 0.003992241308166077)	(7.0, 0.006336516478838891)	(8.0, 0.009051235354546574)	(9.0, 0.011116309112065027)	(10.0, 0.013480005856295264)	(11.0, 0.01841517107798078)	(12.0, 0.025909291548520823)	(13.0, 0.03411067012726608)	(14.0, 0.04250248440377908)	(15.0, 0.05483557465113634)	(16.0, 0.07302902695984748)	(17.0, 0.10220257667345915)	(18.0, 0.14948798201761457)	(19.0, 0.21864638060975958)	(20.0, 0.31372593224836987)	(21.0, 0.43553804160052567)	(22.0, 0.5834041267068986)	(23.0, 0.7561120988929215)	(24.0, 0.953793477405034)	(25.0, 1.1775816218545228)	(26.0, 1.4207382889860125)	(27.0, 1.677241357189258)	(28.0, 1.9432705117032225)	(29.0, 2.208932611511565)	(30.0, 2.46683768270262)	(31.0, 2.715487396497579)	(32.0, 2.956550444068805)	(33.0, 3.1875144037363015)	(34.0, 3.4026400049946552)	(35.0, 3.603999751330865)	(36.0, 3.7881750547604303)	(37.0, 3.920989290013669)	(38.0, 3.973962348795262)	(39.0, 3.949391972707022)	(40.0, 3.8556556379510236)	(41.0, 3.7008278963202996)	(42.0, 3.492816326213738)	(43.0, 3.2616383381987157)	(44.0, 3.0476966708505775)	(45.0, 2.873134524947411)	(46.0, 2.737166434702257)	(47.0, 2.6368646956609316)	(48.0, 2.5550538587998473)	(49.0, 2.4648401282410934)	(50.0, 2.3536508375480603)	(51.0, 2.2206950463962754)	(52.0, 2.0781010712608894)	(53.0, 1.9353810514165775)	(54.0, 1.8004544267601734)	(55.0, 1.676695076553156)	(56.0, 1.5547325477655287)	(57.0, 1.4224807560686674)	(58.0, 1.27805867644239)	(59.0, 1.1185223111661062)	(60.0, 0.9527348061269574)	(61.0, 0.79854198050159)	(62.0, 0.6636669729131641)	(63.0, 0.551867010595188)	(64.0, 0.46067972478206887)	(65.0, 0.3849672620180156)	(66.0, 0.32086994301035127)	(67.0, 0.26545106942183594)	(68.0, 0.21861457615373261)	(69.0, 0.17982878133664051)	(70.0, 0.14854232083533872)	(71.0, 0.12433456768425814)	(72.0, 0.10518437477211424)	(73.0, 0.08871905147161994)	(74.0, 0.07373889199067785)	(75.0, 0.06201699475278875)	(76.0, 0.052916358214495446)	(77.0, 0.04556692194965163)	(78.0, 0.040292335402170615)	(79.0, 0.035205577629832195)	(80.0, 0.02959743533246229)	(81.0, 0.02483445735016842)	(82.0, 0.020651389305840817)	(83.0, 0.016917233337565323)	(84.0, 0.014613235121451195)	(85.0, 0.012556373170201985)	(86.0, 0.009844652255513236)	(87.0, 0.007257151203913235)	(88.0, 0.0050639471993682945)	(89.0, 0.0033161359253315)	(90.0, 0.002375558242174702)	(91.0, 0.0017680149243817645)	(92.0, 0.0013026792357911645)	(93.0, 0.0008918282300663545)	(94.0, 0.0006328304672569645)	(95.0, 0.00045868803589644864)	(96.0, 0.00033694474930159694)	(97.0, 0.0002689040687849882)	(98.0, 0.00024127068895831954)	(99.0, 0.00024127068895831954)	(100.0, 0.00028324214322335403)
P4107_1001_S1_L002_R2_001	(0.0, 0.0009419103598587952)	(1.0, 0.0009939200794247597)	(2.0, 0.0012027410587347224)	(3.0, 0.0016120406061961969)	(4.0, 0.002110499672913611)	(5.0, 0.002691470399995074)	(6.0, 0.004158561612313195)	(7.0, 0.006482574870813396)	(8.0, 0.009218755380610791)	(9.0, 0.011451914567588494)	(10.0, 0.01397327799005579)	(11.0, 0.018761300594308937)	(12.0, 0.026225933678681174)	(13.0, 0.03464707634243949)	(14.0, 0.043378061370629634)	(15.0, 0.05622042124801798)	(16.0, 0.07516173543310536)	(17.0, 0.10472619777725893)	(18.0, 0.15204265931572325)	(19.0, 0.2209537128381853)	(20.0, 0.315223219629024)	(21.0, 0.4362696502855246)	(22.0, 0.5833859854620086)	(23.0, 0.754766744893543)	(24.0, 0.9515753038862087)	(25.0, 1.1742901779300474)	(26.0, 1.417356624695275)	(27.0, 1.6735463359636165)	(28.0, 1.9390081158338783)	(29.0, 2.2057571036758543)	(30.0, 2.464583668621138)	(31.0, 2.7129994258413728)	(32.0, 2.953791131714005)	(33.0, 3.1831781097821628)	(34.0, 3.3934290305047536)	(35.0, 3.5884667823788643)	(36.0, 3.764788725869514)	(37.0, 3.890481749191097)	(38.0, 3.9378766815345205)	(39.0, 3.911449878237165)	(40.0, 3.82355332182051)	(41.0, 3.681233351659438)	(42.0, 3.491757511374702)	(43.0, 3.2791497291496747)	(44.0, 3.0809966081085802)	(45.0, 2.919993417107635)	(46.0, 2.7963978584415305)	(47.0, 2.705716109849523)	(48.0, 2.630723699292899)	(49.0, 2.544203640717389)	(50.0, 2.4238659239588336)	(51.0, 2.2666774308102644)	(52.0, 2.088245639397573)	(53.0, 1.9088002450291293)	(54.0, 1.7424135918274968)	(55.0, 1.5981596161295817)	(56.0, 1.4722863185168713)	(57.0, 1.3474734195725047)	(58.0, 1.217186986456974)	(59.0, 1.077802632572456)	(60.0, 0.9319602096499022)	(61.0, 0.7912584065532204)	(62.0, 0.6650744844750321)	(63.0, 0.5578520808589558)	(64.0, 0.4689348825771347)	(65.0, 0.39375411601857413)	(66.0, 0.32958793919265517)	(67.0, 0.2741369750238299)	(68.0, 0.22645005828986062)	(69.0, 0.18741409157703007)	(70.0, 0.1557675458979714)	(71.0, 0.13042095449546065)	(72.0, 0.1107336462625637)	(73.0, 0.09458273825980364)	(74.0, 0.07965985924960237)	(75.0, 0.06721206934997384)	(76.0, 0.05740269732937963)	(77.0, 0.04972611486151301)	(78.0, 0.044151950355750265)	(79.0, 0.038988649599541195)	(80.0, 0.033453981196606725)	(81.0, 0.028650446921605836)	(82.0, 0.024284107131377485)	(83.0, 0.020113814003372716)	(84.0, 0.01730620159803109)	(85.0, 0.015154771970371333)	(86.0, 0.012685939668167405)	(87.0, 0.010268204634308987)	(88.0, 0.008108171895142076)	(89.0, 0.006252767513432957)	(90.0, 0.005029561477325161)	(91.0, 0.004081524659271879)	(92.0, 0.003405137604565639)	(93.0, 0.0028768283479218945)	(94.0, 0.0024491494258769586)	(95.0, 0.002160814840213015)	(96.0, 0.001926445226730298)	(97.0, 0.0017820172335496248)	(98.0, 0.001823729289341877)	(99.0, 0.0025028536977094833)	(100.0, 0.00479779886732946)
P4107_1002_S2_L003_R1_001	(0.0, 0.001139271411036505)	(1.0, 0.0010997537330368712)	(2.0, 0.0012471314262825647)	(3.0, 0.0016807798280961946)	(4.0, 0.0022221720166911794)	(5.0, 0.002815518329009212)	(6.0, 0.004333229621124564)	(7.0, 0.006854457477501209)	(8.0, 0.010014128290501351)	(9.0, 0.012428425959349574)	(10.0, 0.014859809212509404)	(11.0, 0.019930973356044778)	(12.0, 0.027971774772787936)	(13.0, 0.03655652540434959)	(14.0, 0.044937992451142536)	(15.0, 0.05727727117806352)	(16.0, 0.07528466344324376)	(17.0, 0.10409398053269454)	(18.0, 0.15134677908689798)	(19.0, 0.22108966933301663)	(20.0, 0.3173617066480071)	(21.0, 0.4406723203926707)	(22.0, 0.5896131702601792)	(23.0, 0.7635797520056029)	(24.0, 0.9632042322484713)	(25.0, 1.1890987863123845)	(26.0, 1.434632115372075)	(27.0, 1.693521373539459)	(28.0, 1.961301063200578)	(29.0, 2.2309730684955564)	(30.0, 2.492615895220262)	(31.0, 2.7424563024965187)	(32.0, 2.9856070642582244)	(33.0, 3.2186135218489604)	(34.0, 3.4335119333240813)	(35.0, 3.633691869399774)	(36.0, 3.817699428211046)	(37.0, 3.951018010137582)	(38.0, 4.002906232321142)	(39.0, 3.9765428270429393)	(40.0, 3.882616163917227)	(41.0, 3.7258925398246197)	(42.0, 3.51483071374094)	(43.0, 3.279934265085639)	(44.0, 3.0602945458498154)	(45.0, 2.8805686112213387)	(46.0, 2.739325456342765)	(47.0, 2.6314464958569586)	(48.0, 2.5435660374651903)	(49.0, 2.4482700867967906)	(50.0, 2.3292588801900225)	(51.0, 2.1884543715372446)	(52.0, 2.0388696159752717)	(53.0, 1.8880295929944866)	(54.0, 1.7453527600037786)	(55.0, 1.6195915853092788)	(56.0, 1.5012431134082576)	(57.0, 1.373962135309278)	(58.0, 1.2372256229211682)	(59.0, 1.0889631986021415)	(60.0, 0.9327931706869236)	(61.0, 0.7847562295894244)	(62.0, 0.6553674482830231)	(63.0, 0.5466856977915004)	(64.0, 0.4571875716279707)	(65.0, 0.38267605993194326)	(66.0, 0.3182466701782695)	(67.0, 0.2631303186159977)	(68.0, 0.21671831677546888)	(69.0, 0.17777434247761786)	(70.0, 0.14666405047240608)	(71.0, 0.12254164622217659)	(72.0, 0.10315392471016206)	(73.0, 0.08693005823587706)	(74.0, 0.07234175871691809)	(75.0, 0.06081666038525427)	(76.0, 0.05166913152759194)	(77.0, 0.04430698811626014)	(78.0, 0.03917027111863126)	(79.0, 0.034265546136553166)	(80.0, 0.02871400974839283)	(81.0, 0.02402453988294803)	(82.0, 0.020004662202667625)	(83.0, 0.016280353508131538)	(84.0, 0.013965547405070628)	(85.0, 0.011994545100606534)	(86.0, 0.009530617877329358)	(87.0, 0.007108649129810619)	(88.0, 0.004992245016000813)	(89.0, 0.0033385464201808376)	(90.0, 0.00242801262768339)	(91.0, 0.00182699523669484)	(92.0, 0.0013326755763053016)	(93.0, 0.0009417992495030402)	(94.0, 0.0006850505709701246)	(95.0, 0.0005146596417128794)	(96.0, 0.0003973851208257305)	(97.0, 0.0003152115962794329)	(98.0, 0.0002932444164502247)	(99.0, 0.00029045493329730933)	(100.0, 0.00032416118806170293)
P4107_1002_S2_L003_R2_001	(0.0, 0.0010370094142752896)	(1.0, 0.0010880346477281984)	(2.0, 0.001358735715408892)	(3.0, 0.001852483304720866)	(4.0, 0.0024309630015206998)	(5.0, 0.0031397372010556375)	(6.0, 0.00467026174344266)	(7.0, 0.007240701465107984)	(8.0, 0.010459010551845095)	(9.0, 0.013079429431562243)	(10.0, 0.0157905081793734)	(11.0, 0.02072472961568976)	(12.0, 0.028558439602612645)	(13.0, 0.0373276896899056)	(14.0, 0.04609949685040121)	(15.0, 0.05897459288695158)	(16.0, 0.07770248079257079)	(17.0, 0.10692273743226968)	(18.0, 0.15416199154745272)	(19.0, 0.22361047250306484)	(20.0, 0.31900836478038425)	(21.0, 0.4414354506545306)	(22.0, 0.590110660492694)	(23.0, 0.7645844143336084)	(24.0, 0.9644451396222466)	(25.0, 1.190505753175852)	(26.0, 1.4371067546133562)	(27.0, 1.6980345722829158)	(28.0, 1.9681781980054314)	(29.0, 2.2385510304713847)	(30.0, 2.501489288831229)	(31.0, 2.753864858943921)	(32.0, 2.996672209824091)	(33.0, 3.2275393073844807)	(34.0, 3.4397889361093656)	(35.0, 3.633458754713184)	(36.0, 3.8062673889767717)	(37.0, 3.929187176364829)	(38.0, 3.975173348380113)	(39.0, 3.9449623421049864)	(40.0, 3.85060854930855)	(41.0, 3.7025435501210193)	(42.0, 3.5071673500768306)	(43.0, 3.287316821257065)	(44.0, 3.0796578363145404)	(45.0, 2.9061193901127957)	(46.0, 2.7674468694904046)	(47.0, 2.660837257294859)	(48.0, 2.572280698140634)	(49.0, 2.4759579589781553)	(50.0, 2.3534209189562953)	(51.0, 2.203699749947647)	(52.0, 2.037692349250112)	(53.0, 1.870461040333307)	(54.0, 1.7149590261970649)	(55.0, 1.5785347540728047)	(56.0, 1.4563632592883233)	(57.0, 1.3328988153081014)	(58.0, 1.2039386398623808)	(59.0, 1.0655453051414787)	(60.0, 0.9198204928567747)	(61.0, 0.7793229193512908)	(62.0, 0.6542893622694418)	(63.0, 0.5486528326581058)	(64.0, 0.4606752181230806)	(65.0, 0.3862453261075032)	(66.0, 0.32240857475630996)	(67.0, 0.26751693039039204)	(68.0, 0.22064031574758505)	(69.0, 0.18203443814815407)	(70.0, 0.15095879243873128)	(71.0, 0.12635963199862407)	(72.0, 0.10692971126827693)	(73.0, 0.09081433856156666)	(74.0, 0.07640418498922456)	(75.0, 0.06462247020800795)	(76.0, 0.055349825391593006)	(77.0, 0.04781599035298107)	(78.0, 0.042196008375953636)	(79.0, 0.03707802636084673)	(80.0, 0.03179581050776952)	(81.0, 0.027229807612634965)	(82.0, 0.02298402002083245)	(83.0, 0.018999053895700384)	(84.0, 0.016351901977955517)	(85.0, 0.014276837074003854)	(86.0, 0.011901432299340762)	(87.0, 0.009577750141731303)	(88.0, 0.007606014241286782)	(89.0, 0.005932293599551278)	(90.0, 0.004718962364893158)	(91.0, 0.003820383595361409)	(92.0, 0.003162169706878898)	(93.0, 0.002638202161535589)	(94.0, 0.00224371550472654)	(95.0, 0.0019480248580199342)	(96.0, 0.0017538035252185435)	(97.0, 0.0016705824155322502)	(98.0, 0.0017133552763766021)	(99.0, 0.002205126945486527)	(100.0, 0.0032917668260132793)
P4107_1003_S3_L004_R1_001	(0.0, 0.0010797889306116992)	(1.0, 0.0010534780582148707)	(2.0, 0.001202302552300897)	(3.0, 0.0016424011535817711)	(4.0, 0.0021826433396681956)	(5.0, 0.002767509692595056)	(6.0, 0.00427395202097207)	(7.0, 0.0067840324290148945)	(8.0, 0.009915721685798653)	(9.0, 0.012257505236043263)	(10.0, 0.014692014327774493)	(11.0, 0.019833645603207616)	(12.0, 0.0278688933076576)	(13.0, 0.03643429929555734)	(14.0, 0.04470112903987016)	(15.0, 0.056915632806049006)	(16.0, 0.0748995197635254)	(17.0, 0.10354591673654831)	(18.0, 0.15056321389582739)	(19.0, 0.21989027633678745)	(20.0, 0.31532131731013413)	(21.0, 0.4378048031983487)	(22.0, 0.5859699027774784)	(23.0, 0.7587185138224678)	(24.0, 0.9567443392905639)	(25.0, 1.181082196224757)	(26.0, 1.4260642359016777)	(27.0, 1.683023749679352)	(28.0, 1.9489861021868897)	(29.0, 2.217640624884564)	(30.0, 2.4774580557577828)	(31.0, 2.7258406887617985)	(32.0, 2.968188975339719)	(33.0, 3.200400158001541)	(34.0, 3.4140876751475076)	(35.0, 3.6128375711876872)	(36.0, 3.7958322386600214)	(37.0, 3.9297478565581216)	(38.0, 3.982000901417443)	(39.0, 3.956396481739815)	(40.0, 3.866060361550378)	(41.0, 3.712912886813318)	(42.0, 3.5047491460806364)	(43.0, 3.2734952387277367)	(44.0, 3.0581416754151087)	(45.0, 2.8823442485660395)	(46.0, 2.7436918622880224)	(47.0, 2.6390371798891477)	(48.0, 2.5561463411464516)	(49.0, 2.4648950198625412)	(50.0, 2.3490219378269077)	(51.0, 2.2111405644263518)	(52.0, 2.0622030610866386)	(53.0, 1.9107972038325518)	(54.0, 1.7662570933909143)	(55.0, 1.6371737511804627)	(56.0, 1.5152752475521019)	(57.0, 1.3859479212606134)	(58.0, 1.2478485269306372)	(59.0, 1.0985651573211788)	(60.0, 0.9418618898819611)	(61.0, 0.7936192485687632)	(62.0, 0.6638553008837998)	(63.0, 0.5547319428268312)	(64.0, 0.46462763649111033)	(65.0, 0.389219401225604)	(66.0, 0.3245908578786979)	(67.0, 0.2688936386877831)	(68.0, 0.22147124681913435)	(69.0, 0.18226213569458985)	(70.0, 0.1508995757975701)	(71.0, 0.12615935816659796)	(72.0, 0.10635098027344544)	(73.0, 0.08963754914126261)	(74.0, 0.07458355748090972)	(75.0, 0.0627726416340514)	(76.0, 0.05359026307448506)	(77.0, 0.04600589331551377)	(78.0, 0.040524770651312755)	(79.0, 0.03557253129436606)	(80.0, 0.029970981333159293)	(81.0, 0.02503775071221735)	(82.0, 0.020816188622185223)	(83.0, 0.016995084964448435)	(84.0, 0.014681350890503531)	(85.0, 0.012766220738024235)	(86.0, 0.010121804201752668)	(87.0, 0.007481792128701716)	(88.0, 0.005272722009709834)	(89.0, 0.0035114003491714717)	(90.0, 0.002568729313033113)	(91.0, 0.001915014245552436)	(92.0, 0.001397142096349659)	(93.0, 0.0009680546531203212)	(94.0, 0.000702975511395444)	(95.0, 0.000545457997795047)	(96.0, 0.0004201626098612505)	(97.0, 0.0003280166030089211)	(98.0, 0.0002968376396840449)	(99.0, 0.0002962581050497535)	(100.0, 0.0003209462804705663)
P4107_1003_S3_L004_R2_001	(0.0, 0.001077955371388851)	(1.0, 0.001164771346998555)	(2.0, 0.0014545442962966334)	(3.0, 0.0019188764702518738)	(4.0, 0.0024795291725537953)	(5.0, 0.0031139001131571483)	(6.0, 0.004615851263958947)	(7.0, 0.007186832779311216)	(8.0, 0.010380710226474634)	(9.0, 0.012897214427358864)	(10.0, 0.0155059823352996)	(11.0, 0.020540961193123288)	(12.0, 0.02855179233105852)	(13.0, 0.037297371759233956)	(14.0, 0.04584602149106642)	(15.0, 0.05823740825813056)	(16.0, 0.07650492680024085)	(17.0, 0.1054071125815906)	(18.0, 0.15255386688746625)	(19.0, 0.2222536498372113)	(20.0, 0.31747570688769333)	(21.0, 0.4398534301995157)	(22.0, 0.5887762102139176)	(23.0, 0.7621247634889126)	(24.0, 0.9606582951516615)	(25.0, 1.1856088038734)	(26.0, 1.4312440011711138)	(27.0, 1.6899119107272782)	(28.0, 1.9571634745875506)	(29.0, 2.2263632399405435)	(30.0, 2.4866120347988985)	(31.0, 2.735227025288834)	(32.0, 2.9776402951178924)	(33.0, 3.2071965710049546)	(34.0, 3.4166710019597613)	(35.0, 3.6104832050050066)	(36.0, 3.7851221751778157)	(37.0, 3.9113895787426562)	(38.0, 3.957518998178136)	(39.0, 3.9272362181571507)	(40.0, 3.837306458343469)	(41.0, 3.691919603765582)	(42.0, 3.49670640646507)	(43.0, 3.2804299612076195)	(44.0, 3.079815512041372)	(45.0, 2.9143135465966497)	(46.0, 2.784735545040669)	(47.0, 2.6841399384184035)	(48.0, 2.598094874763012)	(49.0, 2.5013108256066334)	(50.0, 2.37299704547385)	(51.0, 2.2170969964770695)	(52.0, 2.0465533294421)	(53.0, 1.8755139188454715)	(54.0, 1.7197151744717654)	(55.0, 1.5849576553108506)	(56.0, 1.4639458057728398)	(57.0, 1.3422970352922716)	(58.0, 1.2144216236771863)	(59.0, 1.0759533880367402)	(60.0, 0.9300744989909451)	(61.0, 0.7885646905654866)	(62.0, 0.6625311917253197)	(63.0, 0.5565147445859451)	(64.0, 0.467881892584142)	(65.0, 0.39291102377748516)	(66.0, 0.32872063595815454)	(67.0, 0.27325983210019816)	(68.0, 0.22599218451987538)	(69.0, 0.18671415669759922)	(70.0, 0.154845159552156)	(71.0, 0.12967014935385784)	(72.0, 0.11010212981529778)	(73.0, 0.0936505603918487)	(74.0, 0.07861899432913991)	(75.0, 0.06651830778481159)	(76.0, 0.0568085957997316)	(77.0, 0.049145608110133784)	(78.0, 0.04358845839767495)	(79.0, 0.03830056570970391)	(80.0, 0.03276613419647005)	(81.0, 0.027945123684408064)	(82.0, 0.02356677032969382)	(83.0, 0.019517714954561914)	(84.0, 0.016898631129626165)	(85.0, 0.01474909539173302)	(86.0, 0.01225994575726253)	(87.0, 0.00982028934253215)	(88.0, 0.00760978537610669)	(89.0, 0.005824088553352214)	(90.0, 0.004633005822557393)	(91.0, 0.0037589346982946706)	(92.0, 0.003120970573120021)	(93.0, 0.0026085360895812997)	(94.0, 0.002236815350221725)	(95.0, 0.0019698765093283353)	(96.0, 0.0017524308881750575)	(97.0, 0.001659471726040234)	(98.0, 0.0017061831254670842)	(99.0, 0.0022264994332267135)	(100.0, 0.003465452655245576)
P4107_1004_S4_L005_R1_001	(0.0, 0.0011911656817820153)	(1.0, 0.0011470038263738515)	(2.0, 0.0012913327992759864)	(3.0, 0.0017372671710452392)	(4.0, 0.0022761421748780366)	(5.0, 0.002851450709422569)	(6.0, 0.004414479287311963)	(7.0, 0.007004772842707163)	(8.0, 0.010248561490289987)	(9.0, 0.012777329551673362)	(10.0, 0.015293250527847085)	(11.0, 0.020556841853234198)	(12.0, 0.029107279635227086)	(13.0, 0.03800057400375245)	(14.0, 0.046317455791348085)	(15.0, 0.05906186468717172)	(16.0, 0.07772095117209328)	(17.0, 0.10728711263215246)	(18.0, 0.15675381055336862)	(19.0, 0.23011739174662094)	(20.0, 0.33067433798242246)	(21.0, 0.4585430833275496)	(22.0, 0.613230520519229)	(23.0, 0.7939443457242968)	(24.0, 0.9985440137375488)	(25.0, 1.230160299003864)	(26.0, 1.4837730022418667)	(27.0, 1.7495559098875333)	(28.0, 2.023612340408213)	(29.0, 2.2981547520740895)	(30.0, 2.564096843134932)	(31.0, 2.816450331286682)	(32.0, 3.0599756638066347)	(33.0, 3.2918721761190852)	(34.0, 3.50383994860363)	(35.0, 3.6995537494694934)	(36.0, 3.8783212412652994)	(37.0, 4.005172457314681)	(38.0, 4.047793866911926)	(39.0, 4.011821626853499)	(40.0, 3.9066539821773794)	(41.0, 3.7385934318574288)	(42.0, 3.517860936224309)	(43.0, 3.27475594427356)	(44.0, 3.048473909301285)	(45.0, 2.8607938525091385)	(46.0, 2.710338425847653)	(47.0, 2.595325999554668)	(48.0, 2.4980624236859303)	(49.0, 2.3926901289571343)	(50.0, 2.2666544017150057)	(51.0, 2.11737408187879)	(52.0, 1.9593379716329333)	(53.0, 1.804200786091063)	(54.0, 1.6617775979854965)	(55.0, 1.5394833835749715)	(56.0, 1.4269024688936185)	(57.0, 1.3089546843659352)	(58.0, 1.1828057421853966)	(59.0, 1.044095160969712)	(60.0, 0.8975334048052817)	(61.0, 0.7566753530025219)	(62.0, 0.6322704026391928)	(63.0, 0.5277248379172085)	(64.0, 0.4408647915041021)	(65.0, 0.36911211435471575)	(66.0, 0.3076353991195431)	(67.0, 0.2546780076318712)	(68.0, 0.20940658560657738)	(69.0, 0.17190504056893718)	(70.0, 0.14219705933230586)	(71.0, 0.11879177780524512)	(72.0, 0.10030662880991979)	(73.0, 0.0845509835823786)	(74.0, 0.07043474686901227)	(75.0, 0.059393580441998946)	(76.0, 0.05067191510244622)	(77.0, 0.043767911584352226)	(78.0, 0.0385523964606481)	(79.0, 0.03366438164193678)	(80.0, 0.0282745275572236)	(81.0, 0.023731577417815165)	(82.0, 0.019967582187094813)	(83.0, 0.016265513921799087)	(84.0, 0.01399398866816827)	(85.0, 0.01210305831387326)	(86.0, 0.00964745841747296)	(87.0, 0.00728971717794302)	(88.0, 0.00524753246887505)	(89.0, 0.0035788165415656654)	(90.0, 0.002632347685886157)	(91.0, 0.0019682136012592953)	(92.0, 0.0014422860504893459)	(93.0, 0.0010391083841834515)	(94.0, 0.0007796574836604899)	(95.0, 0.0005915681267629927)	(96.0, 0.00044794172883326033)	(97.0, 0.0003748739317033895)	(98.0, 0.0003729669424925824)	(99.0, 0.00036855075695176607)	(100.0, 0.00036353236429174744)
P4107_1004_S4_L005_R2_001	(0.0, 0.0013642214002096852)	(1.0, 0.0014300637514852556)	(2.0, 0.0016843999071747306)	(3.0, 0.002131043905919073)	(4.0, 0.0026861872670550183)	(5.0, 0.003340294893980159)	(6.0, 0.005032623986750576)	(7.0, 0.007817273672405188)	(8.0, 0.011253822857350701)	(9.0, 0.013896750896662168)	(10.0, 0.01651217770998353)	(11.0, 0.02180917479621559)	(12.0, 0.030392066541075125)	(13.0, 0.039668711840838235)	(14.0, 0.0487881786008185)	(15.0, 0.06204366915860929)	(16.0, 0.08180791702664124)	(17.0, 0.11342850548785811)	(18.0, 0.1646527507164348)	(19.0, 0.2397685354697549)	(20.0, 0.34247296799360444)	(21.0, 0.47404355049383023)	(22.0, 0.6338692338323747)	(23.0, 0.8196592863275882)	(24.0, 1.030870408212009)	(25.0, 1.2697926285812218)	(26.0, 1.5308386819345297)	(27.0, 1.8036257513968523)	(28.0, 2.0825304384698415)	(29.0, 2.3630330069945185)	(30.0, 2.632673896055798)	(31.0, 2.8863587544626097)	(32.0, 3.1307554250842973)	(33.0, 3.3590453101557602)	(34.0, 3.56372549308416)	(35.0, 3.747380386526499)	(36.0, 3.908905224079593)	(37.0, 4.016648603864782)	(38.0, 4.0402445553948505)	(39.0, 3.9881506089866967)	(40.0, 3.872920873565925)	(41.0, 3.7005239181278906)	(42.0, 3.4803682734137844)	(43.0, 3.241796543121788)	(44.0, 3.018979602761231)	(45.0, 2.832709483244446)	(46.0, 2.682530105845524)	(47.0, 2.5609538101261897)	(48.0, 2.457312027421605)	(49.0, 2.3499679172604617)	(50.0, 2.220063868907461)	(51.0, 2.068578685121199)	(52.0, 1.9085534673400695)	(53.0, 1.7522398110037862)	(54.0, 1.6106877890107225)	(55.0, 1.48793686975941)	(56.0, 1.3760821570581385)	(57.0, 1.262179606714984)	(58.0, 1.141777332311001)	(59.0, 1.0101965121281076)	(60.0, 0.8717675855653648)	(61.0, 0.7393513905506625)	(62.0, 0.6219304899306575)	(63.0, 0.521775240391102)	(64.0, 0.4384601758846529)	(65.0, 0.36812589078440733)	(66.0, 0.30740027308456447)	(67.0, 0.25527471030346555)	(68.0, 0.21081315706306777)	(69.0, 0.1741558294681456)	(70.0, 0.14449445243512862)	(71.0, 0.12127950329140444)	(72.0, 0.10297101375096529)	(73.0, 0.08766316892658477)	(74.0, 0.07388886874418508)	(75.0, 0.06266074046294193)	(76.0, 0.053655795231628466)	(77.0, 0.04643371232608934)	(78.0, 0.041248426424262324)	(79.0, 0.03642075682974454)	(80.0, 0.03126969690624828)	(81.0, 0.02669355312315821)	(82.0, 0.022549600139751994)	(83.0, 0.018682164957815592)	(84.0, 0.01604274984883133)	(85.0, 0.013917627739749543)	(86.0, 0.011606621431639774)	(87.0, 0.00951632751751625)	(88.0, 0.0075567146115646695)	(89.0, 0.005733102293994792)	(90.0, 0.004546233690589883)	(91.0, 0.0036958034430930715)	(92.0, 0.002987094841939409)	(93.0, 0.0024069594907613645)	(94.0, 0.002026057473854672)	(95.0, 0.0017463278503714178)	(96.0, 0.0015154781431552411)	(97.0, 0.0013729535413087319)	(98.0, 0.0013383260852263053)	(99.0, 0.001675968874389444)	(100.0, 0.00285822048365003)
